duplicate_group,n,n_classes,n_splits,classes,splits
1482,1,1,1,Pneumonia,train_source
1483,1,1,1,Pneumonia,train_source
1484,1,1,1,Pneumonia,train_source
1485,1,1,1,Pneumonia,train_source
1486,1,1,1,Pneumonia,train_source
1487,1,1,1,Pneumonia,train_source
1488,1,1,1,Pneumonia,train_source
1489,1,1,1,Pneumonia,train_source
1490,1,1,1,Pneumonia,train_source
1491,1,1,1,Pneumonia,train_source
1492,1,1,1,Pneumonia,train_source
1493,1,1,1,Pneumonia,train_source
1494,1,1,1,Pneumonia,train_source
1495,1,1,1,Pneumonia,train_source
1496,1,1,1,Pneumonia,train_source
1497,1,1,1,Pneumonia,train_source
1498,1,1,1,Pneumonia,train_source
1499,1,1,1,Pneumonia,train_source
1500,1,1,1,Pneumonia,train_source
1501,1,1,1,Pneumonia,train_source
1502,1,1,1,Pneumonia,train_source
1503,1,1,1,Pneumonia,train_source
1504,1,1,1,Pneumonia,train_source
1505,1,1,1,Pneumonia,train_source
1506,1,1,1,Pneumonia,train_source
1507,1,1,1,Pneumonia,train_source
1508,1,1,1,Pneumonia,train_source
1509,1,1,1,Pneumonia,train_source
1510,1,1,1,Pneumonia,train_source
1511,1,1,1,Pneumonia,train_source
1512,1,1,1,Pneumonia,train_source
1513,1,1,1,Pneumonia,train_source
1514,1,1,1,Pneumonia,train_source
1515,1,1,1,Pneumonia,train_source
1516,1,1,1,Pneumonia,train_source
1517,1,1,1,Pneumonia,train_source
1518,1,1,1,Pneumonia,train_source
1519,1,1,1,Pneumonia,train_source
1520,1,1,1,Pneumonia,train_source
1521,1,1,1,Pneumonia,train_source
1522,1,1,1,Pneumonia,train_source
1523,1,1,1,Pneumonia,train_source
1524,1,1,1,Pneumonia,train_source
1525,1,1,1,Pneumonia,train_source
1526,1,1,1,Pneumonia,train_source
1527,1,1,1,Pneumonia,train_source
1528,1,1,1,Pneumonia,train_source
1529,1,1,1,Pneumonia,train_source
1530,1,1,1,Pneumonia,train_source
1531,1,1,1,Pneumonia,train_source
1532,1,1,1,Pneumonia,train_source
1533,1,1,1,Pneumonia,train_source
1534,1,1,1,Pneumonia,train_source
1535,1,1,1,Pneumonia,train_source
1536,1,1,1,Pneumonia,train_source
1537,1,1,1,Pneumonia,train_source
1538,1,1,1,Pneumonia,train_source
1539,1,1,1,Pneumonia,train_source
1540,1,1,1,Pneumonia,train_source
1541,1,1,1,Pneumonia,train_source
1542,1,1,1,Pneumonia,train_source
1543,1,1,1,Pneumonia,train_source
1544,1,1,1,Pneumonia,train_source
1545,1,1,1,Pneumonia,train_source
1546,1,1,1,Pneumonia,train_source
1547,1,1,1,Pneumonia,train_source
1548,1,1,1,Pneumonia,train_source
1549,1,1,1,Pneumonia,train_source
1550,1,1,1,Pneumonia,train_source
1551,1,1,1,Pneumonia,train_source
1552,1,1,1,Pneumonia,train_source
1553,1,1,1,Pneumonia,train_source
1554,1,1,1,Pneumonia,train_source
1555,1,1,1,Pneumonia,train_source
1556,1,1,1,Pneumonia,train_source
1557,1,1,1,Pneumonia,train_source
1558,1,1,1,Pneumonia,train_source
1559,1,1,1,Pneumonia,train_source
1560,1,1,1,Pneumonia,train_source
1561,1,1,1,Pneumonia,train_source
1562,1,1,1,Pneumonia,train_source
1563,1,1,1,Pneumonia,train_source
1564,1,1,1,Pneumonia,train_source
1565,1,1,1,Pneumonia,train_source
1566,1,1,1,Pneumonia,train_source
1567,1,1,1,Pneumonia,train_source
1568,1,1,1,Pneumonia,train_source
1569,1,1,1,Pneumonia,train_source
1570,1,1,1,Pneumonia,train_source
1571,1,1,1,Pneumonia,train_source
1572,1,1,1,Pneumonia,train_source
1573,1,1,1,Pneumonia,train_source
1574,1,1,1,Pneumonia,train_source
1575,1,1,1,Pneumonia,train_source
1576,1,1,1,Pneumonia,train_source
1577,1,1,1,Pneumonia,train_source
1578,1,1,1,Pneumonia,train_source
1579,1,1,1,Pneumonia,train_source
1580,1,1,1,Pneumonia,train_source
1581,1,1,1,Pneumonia,train_source
1582,1,1,1,Pneumonia,train_source
1583,1,1,1,Pneumonia,train_source
1584,1,1,1,Pneumonia,train_source
1585,1,1,1,Pneumonia,train_source
1586,1,1,1,Pneumonia,train_source
1587,1,1,1,Pneumonia,train_source
1588,1,1,1,Pneumonia,train_source
1589,1,1,1,Pneumonia,train_source
1590,1,1,1,Pneumonia,train_source
1591,1,1,1,Pneumonia,train_source
1592,1,1,1,Pneumonia,train_source
1593,1,1,1,Pneumonia,train_source
1594,1,1,1,Pneumonia,train_source
1595,1,1,1,Pneumonia,train_source
1596,1,1,1,Pneumonia,train_source
1597,1,1,1,Pneumonia,train_source
1598,1,1,1,Pneumonia,train_source
1599,1,1,1,Pneumonia,train_source
1600,1,1,1,Pneumonia,train_source
1601,1,1,1,Pneumonia,train_source
1602,1,1,1,Pneumonia,train_source
1603,1,1,1,Pneumonia,train_source
1604,1,1,1,Pneumonia,train_source
1605,1,1,1,Pneumonia,train_source
1606,1,1,1,Pneumonia,train_source
1607,1,1,1,Pneumonia,train_source
1608,1,1,1,Pneumonia,train_source
1609,1,1,1,Pneumonia,train_source
1610,1,1,1,Pneumonia,train_source
1611,1,1,1,Pneumonia,train_source
1612,1,1,1,Pneumonia,train_source
1613,1,1,1,Pneumonia,train_source
1614,1,1,1,Pneumonia,train_source
1615,1,1,1,Pneumonia,train_source
1616,1,1,1,Pneumonia,train_source
1617,1,1,1,Pneumonia,train_source
1618,1,1,1,Pneumonia,train_source
1619,1,1,1,Pneumonia,train_source
1620,1,1,1,Pneumonia,train_source
1621,1,1,1,Pneumonia,train_source
1622,1,1,1,Pneumonia,train_source
1623,1,1,1,Pneumonia,train_source
1624,1,1,1,Pneumonia,train_source
1625,1,1,1,Pneumonia,train_source
1626,1,1,1,Pneumonia,train_source
1627,1,1,1,Pneumonia,train_source
1628,1,1,1,Pneumonia,train_source
1629,1,1,1,Pneumonia,train_source
1630,1,1,1,Pneumonia,train_source
1631,1,1,1,Pneumonia,train_source
1632,1,1,1,Pneumonia,train_source
1633,1,1,1,Pneumonia,train_source
1634,1,1,1,Pneumonia,train_source
1635,1,1,1,Pneumonia,train_source
1636,1,1,1,Pneumonia,train_source
1637,1,1,1,Pneumonia,train_source
1638,1,1,1,Pneumonia,train_source
1639,1,1,1,Pneumonia,train_source
1640,1,1,1,Pneumonia,train_source
1641,1,1,1,Pneumonia,train_source
1642,1,1,1,Pneumonia,train_source
1643,1,1,1,Pneumonia,train_source
1644,1,1,1,Pneumonia,train_source
1645,1,1,1,Pneumonia,train_source
1646,2,1,1,Pneumonia,train_source
1647,1,1,1,Pneumonia,train_source
1648,1,1,1,Pneumonia,train_source
1649,1,1,1,Pneumonia,train_source
1650,1,1,1,Pneumonia,train_source
1651,1,1,1,Pneumonia,train_source
1652,1,1,1,Pneumonia,train_source
1653,1,1,1,Pneumonia,train_source
1654,1,1,1,Pneumonia,train_source
1655,1,1,1,Pneumonia,train_source
1656,1,1,1,Pneumonia,train_source
1657,1,1,1,Pneumonia,train_source
1658,1,1,1,Pneumonia,train_source
1659,1,1,1,Pneumonia,train_source
1660,1,1,1,Pneumonia,train_source
1661,1,1,1,Pneumonia,train_source
1662,1,1,1,Pneumonia,train_source
1663,1,1,1,Pneumonia,train_source
1664,1,1,1,Pneumonia,train_source
1665,1,1,1,Pneumonia,train_source
1666,1,1,1,Pneumonia,train_source
1667,1,1,1,Pneumonia,train_source
1668,1,1,1,Pneumonia,train_source
1669,1,1,1,Pneumonia,train_source
1670,1,1,1,Pneumonia,train_source
1671,1,1,1,Pneumonia,train_source
1672,1,1,1,Pneumonia,train_source
1673,1,1,1,Pneumonia,train_source
1674,1,1,1,Pneumonia,train_source
1675,1,1,1,Pneumonia,train_source
1676,1,1,1,Pneumonia,train_source
1677,1,1,1,Pneumonia,train_source
1678,1,1,1,Pneumonia,train_source
1679,1,1,1,Pneumonia,train_source
1680,1,1,1,Pneumonia,train_source
1681,1,1,1,Pneumonia,train_source
1682,1,1,1,Pneumonia,train_source
1683,1,1,1,Pneumonia,train_source
1684,1,1,1,Pneumonia,train_source
1685,1,1,1,Pneumonia,train_source
1686,1,1,1,Pneumonia,train_source
1687,1,1,1,Pneumonia,train_source
1688,1,1,1,Pneumonia,train_source
1689,1,1,1,Pneumonia,train_source
1690,1,1,1,Pneumonia,train_source
1691,1,1,1,Pneumonia,train_source
1692,1,1,1,Pneumonia,train_source
1693,1,1,1,Pneumonia,train_source
1694,1,1,1,Pneumonia,train_source
1695,1,1,1,Pneumonia,train_source
1696,1,1,1,Pneumonia,train_source
1697,1,1,1,Pneumonia,train_source
1698,1,1,1,Pneumonia,train_source
1699,1,1,1,Pneumonia,train_source
1700,1,1,1,Pneumonia,train_source
1701,1,1,1,Pneumonia,train_source
1702,1,1,1,Pneumonia,train_source
1703,1,1,1,Pneumonia,train_source
1704,1,1,1,Pneumonia,train_source
1705,1,1,1,Pneumonia,train_source
1706,1,1,1,Pneumonia,train_source
1707,2,1,1,Pneumonia,train_source
1708,1,1,1,Pneumonia,train_source
1709,1,1,1,Pneumonia,train_source
1710,1,1,1,Pneumonia,train_source
1711,1,1,1,Pneumonia,train_source
1712,1,1,1,Pneumonia,train_source
1713,1,1,1,Pneumonia,train_source
1714,1,1,1,Pneumonia,train_source
1715,1,1,1,Pneumonia,train_source
1716,1,1,1,Pneumonia,train_source
1717,1,1,1,Pneumonia,train_source
1718,1,1,1,Pneumonia,train_source
1719,1,1,1,Pneumonia,train_source
1720,1,1,1,Pneumonia,train_source
1721,1,1,1,Pneumonia,train_source
1722,1,1,1,Pneumonia,train_source
1723,1,1,1,Pneumonia,train_source
1724,1,1,1,Pneumonia,train_source
1725,1,1,1,Pneumonia,train_source
1726,1,1,1,Pneumonia,train_source
1727,1,1,1,Pneumonia,train_source
1728,1,1,1,Pneumonia,train_source
1729,1,1,1,Pneumonia,train_source
1730,1,1,1,Pneumonia,train_source
1731,1,1,1,Pneumonia,train_source
1732,1,1,1,Pneumonia,train_source
1733,1,1,1,Pneumonia,train_source
1734,1,1,1,Pneumonia,train_source
1735,1,1,1,Pneumonia,train_source
1736,1,1,1,Pneumonia,train_source
1737,1,1,1,Pneumonia,train_source
1738,1,1,1,Pneumonia,train_source
1739,1,1,1,Pneumonia,train_source
1740,1,1,1,Pneumonia,train_source
1741,1,1,1,Pneumonia,train_source
1742,1,1,1,Pneumonia,train_source
1743,1,1,1,Pneumonia,train_source
1744,1,1,1,Pneumonia,train_source
1745,1,1,1,Pneumonia,train_source
1746,1,1,1,Pneumonia,train_source
1747,1,1,1,Pneumonia,train_source
1748,1,1,1,Pneumonia,train_source
1749,1,1,1,Pneumonia,train_source
1750,1,1,1,Pneumonia,train_source
1751,1,1,1,Pneumonia,train_source
1752,1,1,1,Pneumonia,train_source
1753,1,1,1,Pneumonia,train_source
1754,1,1,1,Pneumonia,train_source
1755,1,1,1,Pneumonia,train_source
1756,1,1,1,Pneumonia,train_source
1757,1,1,1,Pneumonia,train_source
1758,1,1,1,Pneumonia,train_source
1759,1,1,1,Pneumonia,train_source
1760,1,1,1,Pneumonia,train_source
1761,1,1,1,Pneumonia,train_source
1762,1,1,1,Pneumonia,train_source
1763,1,1,1,Pneumonia,train_source
1764,1,1,1,Pneumonia,train_source
1765,1,1,1,Pneumonia,train_source
1766,1,1,1,Pneumonia,train_source
1767,1,1,1,Pneumonia,train_source
1768,1,1,1,Pneumonia,train_source
1769,1,1,1,Pneumonia,train_source
1770,1,1,1,Pneumonia,train_source
1771,1,1,1,Pneumonia,train_source
1772,1,1,1,Pneumonia,train_source
1773,1,1,1,Pneumonia,train_source
1774,1,1,1,Pneumonia,train_source
1775,1,1,1,Pneumonia,train_source
1776,1,1,1,Pneumonia,train_source
1777,1,1,1,Pneumonia,train_source
1778,1,1,1,Pneumonia,train_source
1779,1,1,1,Pneumonia,train_source
1780,1,1,1,Pneumonia,train_source
1781,1,1,1,Pneumonia,train_source
1782,1,1,1,Pneumonia,train_source
1783,1,1,1,Pneumonia,train_source
1784,1,1,1,Pneumonia,train_source
1785,1,1,1,Pneumonia,train_source
1786,1,1,1,Pneumonia,train_source
1787,1,1,1,Pneumonia,train_source
1788,1,1,1,Pneumonia,train_source
1789,1,1,1,Pneumonia,train_source
1790,1,1,1,Pneumonia,train_source
1791,1,1,1,Pneumonia,train_source
1792,1,1,1,Pneumonia,train_source
1793,1,1,1,Pneumonia,train_source
1794,1,1,1,Pneumonia,train_source
1795,1,1,1,Pneumonia,train_source
1796,1,1,1,Pneumonia,train_source
1797,1,1,1,Pneumonia,train_source
1798,1,1,1,Pneumonia,train_source
1799,1,1,1,Pneumonia,train_source
1800,1,1,1,Pneumonia,train_source
1801,1,1,1,Pneumonia,train_source
1802,1,1,1,Pneumonia,train_source
1803,1,1,1,Pneumonia,train_source
1804,1,1,1,Pneumonia,train_source
1805,1,1,1,Pneumonia,train_source
1806,1,1,1,Pneumonia,train_source
1807,2,1,1,Pneumonia,train_source
1808,1,1,1,Pneumonia,train_source
1809,1,1,1,Pneumonia,train_source
1810,1,1,1,Pneumonia,train_source
1811,1,1,1,Pneumonia,train_source
1812,1,1,1,Pneumonia,train_source
1813,1,1,1,Pneumonia,train_source
1814,1,1,1,Pneumonia,train_source
1815,1,1,1,Pneumonia,train_source
1816,1,1,1,Pneumonia,train_source
1817,1,1,1,Pneumonia,train_source
1818,1,1,1,Pneumonia,train_source
1819,2,2,1,Normal|Pneumonia,train_source
1820,1,1,1,Pneumonia,train_source
1821,1,1,1,Pneumonia,train_source
1822,1,1,1,Pneumonia,train_source
1823,1,1,1,Pneumonia,train_source
1824,1,1,1,Pneumonia,train_source
1825,1,1,1,Pneumonia,train_source
1826,1,1,1,Pneumonia,train_source
1827,1,1,1,Pneumonia,train_source
1828,1,1,1,Pneumonia,train_source
1829,1,1,1,Pneumonia,train_source
1830,1,1,1,Pneumonia,train_source
1831,1,1,1,Pneumonia,train_source
1832,1,1,1,Pneumonia,train_source
1833,1,1,1,Pneumonia,train_source
1834,1,1,1,Pneumonia,train_source
1835,1,1,1,Pneumonia,train_source
1836,1,1,1,Pneumonia,train_source
1837,1,1,1,Pneumonia,train_source
1838,1,1,1,Pneumonia,train_source
1839,1,1,1,Pneumonia,train_source
1840,1,1,1,Pneumonia,train_source
1841,1,1,1,Pneumonia,train_source
1842,1,1,1,Pneumonia,train_source
1843,1,1,1,Pneumonia,train_source
1844,1,1,1,Pneumonia,train_source
1845,1,1,1,Pneumonia,train_source
1846,1,1,1,Pneumonia,train_source
1847,1,1,1,Pneumonia,train_source
1848,1,1,1,Pneumonia,train_source
1849,1,1,1,Pneumonia,train_source
1850,1,1,1,Pneumonia,train_source
1851,1,1,1,Pneumonia,train_source
1852,1,1,1,Pneumonia,train_source
1853,1,1,1,Pneumonia,train_source
1854,1,1,1,Pneumonia,train_source
1855,1,1,1,Pneumonia,train_source
1856,1,1,1,Pneumonia,train_source
1857,1,1,1,Pneumonia,train_source
1858,1,1,1,Pneumonia,train_source
1859,1,1,1,Pneumonia,train_source
1860,1,1,1,Pneumonia,train_source
1861,1,1,1,Pneumonia,train_source
1862,1,1,1,Pneumonia,train_source
1863,1,1,1,Pneumonia,train_source
1864,1,1,1,Pneumonia,train_source
1865,1,1,1,Pneumonia,train_source
1866,1,1,1,Pneumonia,train_source
1867,1,1,1,Pneumonia,train_source
1868,1,1,1,Pneumonia,train_source
1869,1,1,1,Pneumonia,train_source
1870,1,1,1,Pneumonia,train_source
1871,1,1,1,Pneumonia,train_source
1872,1,1,1,Pneumonia,train_source
1873,1,1,1,Pneumonia,train_source
1874,1,1,1,Pneumonia,train_source
1875,1,1,1,Pneumonia,train_source
1876,1,1,1,Pneumonia,train_source
1877,1,1,1,Pneumonia,train_source
1878,1,1,1,Pneumonia,train_source
1879,1,1,1,Pneumonia,train_source
1880,1,1,1,Pneumonia,train_source
1881,1,1,1,Pneumonia,train_source
1882,1,1,1,Pneumonia,train_source
1883,1,1,1,Pneumonia,train_source
1884,1,1,1,Pneumonia,train_source
1885,1,1,1,Pneumonia,train_source
1886,1,1,1,Pneumonia,train_source
1887,1,1,1,Pneumonia,train_source
1888,1,1,1,Pneumonia,train_source
1889,1,1,1,Pneumonia,train_source
1890,1,1,1,Pneumonia,train_source
1891,1,1,1,Pneumonia,train_source
1892,1,1,1,Pneumonia,train_source
1893,1,1,1,Pneumonia,train_source
1894,1,1,1,Pneumonia,train_source
1895,1,1,1,Pneumonia,train_source
1896,1,1,1,Pneumonia,train_source
1897,1,1,1,Pneumonia,train_source
1898,1,1,1,Pneumonia,train_source
1899,1,1,1,Pneumonia,train_source
1900,1,1,1,Pneumonia,train_source
1901,1,1,1,Pneumonia,train_source
1902,1,1,1,Pneumonia,train_source
1903,1,1,1,Pneumonia,train_source
1904,1,1,1,Pneumonia,train_source
1905,1,1,1,Pneumonia,train_source
1906,1,1,1,Pneumonia,train_source
1907,1,1,1,Pneumonia,train_source
1908,1,1,1,Pneumonia,train_source
1909,1,1,1,Pneumonia,train_source
1910,1,1,1,Pneumonia,train_source
1911,1,1,1,Pneumonia,train_source
1912,1,1,1,Pneumonia,train_source
1913,1,1,1,Pneumonia,train_source
1914,1,1,1,Pneumonia,train_source
1915,1,1,1,Pneumonia,train_source
1916,1,1,1,Pneumonia,train_source
1917,1,1,1,Pneumonia,train_source
1918,1,1,1,Pneumonia,train_source
1919,1,1,1,Pneumonia,train_source
1920,1,1,1,Pneumonia,train_source
1921,1,1,1,Pneumonia,train_source
1922,1,1,1,Pneumonia,train_source
1923,1,1,1,Pneumonia,train_source
1924,1,1,1,Pneumonia,train_source
1925,1,1,1,Pneumonia,train_source
1926,1,1,1,Pneumonia,train_source
1927,1,1,1,Pneumonia,train_source
1928,1,1,1,Pneumonia,train_source
1929,1,1,1,Pneumonia,train_source
1930,1,1,1,Pneumonia,train_source
1931,1,1,1,Pneumonia,train_source
1932,1,1,1,Pneumonia,train_source
1933,1,1,1,Pneumonia,train_source
1934,1,1,1,Pneumonia,train_source
1935,1,1,1,Pneumonia,train_source
1936,1,1,1,Pneumonia,train_source
1937,1,1,1,Pneumonia,train_source
1938,1,1,1,Pneumonia,train_source
1939,1,1,1,Pneumonia,train_source
1940,1,1,1,Pneumonia,train_source
1941,2,2,1,Normal|Pneumonia,train_source
1942,1,1,1,Pneumonia,train_source
1943,1,1,1,Pneumonia,train_source
1944,1,1,1,Pneumonia,train_source
1945,1,1,1,Pneumonia,train_source
1946,1,1,1,Pneumonia,train_source
1947,1,1,1,Pneumonia,train_source
1948,1,1,1,Pneumonia,train_source
1949,1,1,1,Pneumonia,train_source
1950,1,1,1,Pneumonia,train_source
1951,1,1,1,Pneumonia,train_source
1952,1,1,1,Pneumonia,train_source
1953,1,1,1,Pneumonia,train_source
1954,1,1,1,Pneumonia,train_source
1955,1,1,1,Pneumonia,train_source
1956,1,1,1,Pneumonia,train_source
1957,1,1,1,Pneumonia,train_source
1958,1,1,1,Pneumonia,train_source
1959,1,1,1,Pneumonia,train_source
1960,1,1,1,Pneumonia,train_source
1961,1,1,1,Pneumonia,train_source
1962,1,1,1,Pneumonia,train_source
1963,1,1,1,Pneumonia,train_source
1964,1,1,1,Pneumonia,train_source
1965,1,1,1,Pneumonia,train_source
1966,1,1,1,Pneumonia,train_source
1967,1,1,1,Pneumonia,train_source
1968,1,1,1,Pneumonia,train_source
1969,1,1,1,Pneumonia,train_source
1970,1,1,1,Pneumonia,train_source
1971,1,1,1,Pneumonia,train_source
1972,1,1,1,Pneumonia,train_source
1973,1,1,1,Pneumonia,train_source
1974,1,1,1,Pneumonia,train_source
1975,1,1,1,Pneumonia,train_source
1976,1,1,1,Pneumonia,train_source
1977,1,1,1,Pneumonia,train_source
1978,1,1,1,Pneumonia,train_source
1979,1,1,1,Pneumonia,train_source
1980,1,1,1,Pneumonia,train_source
1981,1,1,1,Pneumonia,train_source
1982,1,1,1,Pneumonia,train_source
1983,1,1,1,Pneumonia,train_source
1984,1,1,1,Pneumonia,train_source
1985,1,1,1,Pneumonia,train_source
1986,1,1,1,Pneumonia,train_source
1987,1,1,1,Pneumonia,train_source
1988,1,1,1,Pneumonia,train_source
1989,1,1,1,Pneumonia,train_source
1990,1,1,1,Pneumonia,train_source
1991,1,1,1,Pneumonia,train_source
1992,1,1,1,Pneumonia,train_source
1993,1,1,1,Pneumonia,train_source
1994,1,1,1,Pneumonia,train_source
1995,1,1,1,Pneumonia,train_source
1996,1,1,1,Pneumonia,train_source
1997,1,1,1,Pneumonia,train_source
1998,1,1,1,Pneumonia,train_source
1999,1,1,1,Pneumonia,train_source
2000,1,1,1,Pneumonia,train_source
2001,1,1,1,Pneumonia,train_source
2002,1,1,1,Pneumonia,train_source
2003,1,1,1,Pneumonia,train_source
2004,1,1,1,Pneumonia,train_source
2005,1,1,1,Pneumonia,train_source
2006,1,1,1,Pneumonia,train_source
2007,1,1,1,Pneumonia,train_source
2008,1,1,1,Pneumonia,train_source
2009,1,1,1,Pneumonia,train_source
2010,1,1,1,Pneumonia,train_source
2011,1,1,1,Pneumonia,train_source
2012,1,1,1,Pneumonia,train_source
2013,1,1,1,Pneumonia,train_source
2014,1,1,1,Pneumonia,train_source
2015,1,1,1,Pneumonia,train_source
2016,1,1,1,Pneumonia,train_source
2017,1,1,1,Pneumonia,train_source
2018,1,1,1,Pneumonia,train_source
2019,1,1,1,Pneumonia,train_source
2020,1,1,1,Pneumonia,train_source
2021,1,1,1,Pneumonia,train_source
2022,1,1,1,Pneumonia,train_source
2023,1,1,1,Pneumonia,train_source
2024,1,1,1,Pneumonia,train_source
2025,1,1,1,Pneumonia,train_source
2026,1,1,1,Pneumonia,train_source
2027,1,1,1,Pneumonia,train_source
2028,1,1,1,Pneumonia,train_source
2029,1,1,1,Pneumonia,train_source
2030,1,1,1,Pneumonia,train_source
2031,1,1,1,Pneumonia,train_source
2032,1,1,1,Pneumonia,train_source
2033,1,1,1,Pneumonia,train_source
2034,1,1,1,Pneumonia,train_source
2035,1,1,1,Pneumonia,train_source
2036,1,1,1,Pneumonia,train_source
2037,1,1,1,Pneumonia,train_source
2038,1,1,1,Pneumonia,train_source
2039,1,1,1,Pneumonia,train_source
2040,1,1,1,Pneumonia,train_source
2041,1,1,1,Pneumonia,train_source
2042,1,1,1,Pneumonia,train_source
2043,1,1,1,Pneumonia,train_source
2044,1,1,1,Pneumonia,train_source
2045,1,1,1,Pneumonia,train_source
2046,1,1,1,Pneumonia,train_source
2047,1,1,1,Pneumonia,train_source
2048,1,1,1,Pneumonia,train_source
2049,1,1,1,Pneumonia,train_source
2050,1,1,1,Pneumonia,train_source
2051,1,1,1,Pneumonia,train_source
2052,1,1,1,Pneumonia,train_source
2053,1,1,1,Pneumonia,train_source
2054,1,1,1,Pneumonia,train_source
2055,1,1,1,Pneumonia,train_source
2056,1,1,1,Pneumonia,train_source
2057,1,1,1,Pneumonia,train_source
2058,1,1,1,Pneumonia,train_source
2059,1,1,1,Pneumonia,train_source
2060,1,1,1,Pneumonia,train_source
2061,1,1,1,Pneumonia,train_source
2062,1,1,1,Pneumonia,train_source
2063,1,1,1,Pneumonia,train_source
2064,1,1,1,Pneumonia,train_source
2065,1,1,1,Pneumonia,train_source
2066,1,1,1,Pneumonia,train_source
2067,1,1,1,Pneumonia,train_source
2068,1,1,1,Pneumonia,train_source
2069,1,1,1,Pneumonia,train_source
2070,1,1,1,Pneumonia,train_source
2071,1,1,1,Pneumonia,train_source
2072,1,1,1,Pneumonia,train_source
2073,1,1,1,Pneumonia,train_source
2074,1,1,1,Pneumonia,train_source
2075,1,1,1,Pneumonia,train_source
2076,1,1,1,Pneumonia,train_source
2077,1,1,1,Pneumonia,train_source
2078,1,1,1,Pneumonia,train_source
2079,1,1,1,Pneumonia,train_source
2080,1,1,1,Pneumonia,train_source
2081,1,1,1,Pneumonia,train_source
2082,1,1,1,Pneumonia,train_source
2083,1,1,1,Pneumonia,train_source
2084,1,1,1,Pneumonia,train_source
2085,1,1,1,Pneumonia,train_source
2086,1,1,1,Pneumonia,train_source
2087,1,1,1,Pneumonia,train_source
2088,1,1,1,Pneumonia,train_source
2089,1,1,1,Pneumonia,train_source
2090,1,1,1,Pneumonia,train_source
2091,1,1,1,Pneumonia,train_source
2092,1,1,1,Pneumonia,train_source
2093,1,1,1,Pneumonia,train_source
2094,1,1,1,Pneumonia,train_source
2095,1,1,1,Pneumonia,train_source
2096,1,1,1,Pneumonia,train_source
2097,1,1,1,Pneumonia,train_source
2098,1,1,1,Pneumonia,train_source
2099,1,1,1,Pneumonia,train_source
2100,1,1,1,Pneumonia,train_source
2101,1,1,1,Pneumonia,train_source
2102,1,1,1,Pneumonia,train_source
2103,1,1,1,Pneumonia,train_source
2104,1,1,1,Pneumonia,train_source
2105,1,1,1,Pneumonia,train_source
2106,1,1,1,Pneumonia,train_source
2107,1,1,1,Pneumonia,train_source
2108,1,1,1,Pneumonia,train_source
2109,1,1,1,Pneumonia,train_source
2110,1,1,1,Pneumonia,train_source
2111,1,1,1,Pneumonia,train_source
2112,1,1,1,Pneumonia,train_source
2113,1,1,1,Pneumonia,train_source
2114,1,1,1,Pneumonia,train_source
2115,1,1,1,Pneumonia,train_source
2116,1,1,1,Pneumonia,train_source
2117,1,1,1,Pneumonia,train_source
2118,1,1,1,Pneumonia,train_source
2119,1,1,1,Pneumonia,train_source
2120,1,1,1,Pneumonia,train_source
2121,1,1,1,Pneumonia,train_source
2122,1,1,1,Pneumonia,train_source
2123,1,1,1,Pneumonia,train_source
2124,1,1,1,Pneumonia,train_source
2125,1,1,1,Pneumonia,train_source
2126,1,1,1,Pneumonia,train_source
2127,1,1,1,Pneumonia,train_source
2128,1,1,1,Pneumonia,train_source
2129,1,1,1,Pneumonia,train_source
2130,1,1,1,Pneumonia,train_source
2131,1,1,1,Pneumonia,train_source
2132,1,1,1,Pneumonia,train_source
2133,1,1,1,Pneumonia,train_source
2134,1,1,1,Pneumonia,train_source
2135,1,1,1,Pneumonia,train_source
2136,1,1,1,Pneumonia,train_source
2137,1,1,1,Pneumonia,train_source
2138,1,1,1,Pneumonia,train_source
2139,1,1,1,Pneumonia,train_source
2140,1,1,1,Pneumonia,train_source
2141,1,1,1,Pneumonia,train_source
2142,1,1,1,Pneumonia,train_source
2143,1,1,1,Pneumonia,train_source
2144,1,1,1,Pneumonia,train_source
2145,1,1,1,Pneumonia,train_source
2146,1,1,1,Pneumonia,train_source
2147,1,1,1,Pneumonia,train_source
2148,1,1,1,Pneumonia,train_source
2149,1,1,1,Pneumonia,train_source
2150,1,1,1,Pneumonia,train_source
2151,1,1,1,Pneumonia,train_source
2152,1,1,1,Pneumonia,train_source
2153,1,1,1,Pneumonia,train_source
2154,1,1,1,Pneumonia,train_source
2155,1,1,1,Pneumonia,train_source
2156,1,1,1,Pneumonia,train_source
2157,1,1,1,Pneumonia,train_source
2158,1,1,1,Pneumonia,train_source
2159,1,1,1,Pneumonia,train_source
2160,1,1,1,Pneumonia,train_source
2161,1,1,1,Pneumonia,train_source
2162,1,1,1,Pneumonia,train_source
2163,1,1,1,Pneumonia,train_source
2164,1,1,1,Pneumonia,train_source
2165,1,1,1,Pneumonia,train_source
2166,1,1,1,Pneumonia,train_source
2167,1,1,1,Pneumonia,train_source
2168,1,1,1,Pneumonia,train_source
2169,1,1,1,Pneumonia,train_source
2170,1,1,1,Pneumonia,train_source
2171,1,1,1,Pneumonia,train_source
2172,1,1,1,Pneumonia,train_source
2173,1,1,1,Pneumonia,train_source
2174,1,1,1,Pneumonia,train_source
2175,1,1,1,Pneumonia,train_source
2176,1,1,1,Pneumonia,train_source
2177,1,1,1,Pneumonia,train_source
2178,1,1,1,Pneumonia,train_source
2179,1,1,1,Pneumonia,train_source
